urn	text	simile	signs
urn:cts:greekLit:tlg5026.msA.hmt:1.81	το παλαιον τα σωματα των θνησκοντων προτερον εκαιετο δια το απεριττα γινεσθαι ειθ' ουτως εθαπτετο υπο γην , η δε αιτια του καιεσθαι τα σωματα παρα τοις Ελλη  πρωτος φησιν ουτως εταφη Αργειος ο Λικυμνιου δι αναγκην υπο Ηρακλεους · συναγαγοντος γαρ φασι στρατιαν επι Ϊλιον Ηρακλεους δια το Λαομεδοντα παρα συνταξιν ποιηασι Ηρακλει σωσαντι του κητους την θυγατερα αυτου Ησιονην και μη δουναι τους ιππους ους υποσχομενος ην αυτω υπερ της τοσαυτης ευεργεσιας επεζητει και τον Αργειον ωσανει οικειον· Λικυμνιον φασι τον πρα  Αργειου φοβουμενον οτι και τον προτερον αυτου υιον ονοματι Οιωνον αποστειλας εις Λακεδαιμονα μεθ' Ηρακλεους απεβαλεν ου βουλεσθαι προϊεσθαι τουτ' εως Ηρακλης ομωσεν απαξειν παλιν αυτον τοτε δ' ουν συμπερουσης τῳ Αργειω της του βιου τελευτης διαπορηθεις ο Ηρακλης πως αν επιτελεσοι τον ορκον εκαυσεν αυτον και πρωτον φασι τουτον τοιαυτης επιμελειας τυχειν ⁑	0	diple
urn:cts:greekLit:tlg5026.msA.hmt:1.93	η μεν μοι προφρων	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.93	επι μεν του προτερου βαρειαν παραληπτεον κατα την αρχουσαν κειται γαρ αντι του ημην οπερ εστιν ορκικον επιρρη  οπερ ο ποιητης αει δια του ε προφερεται· ημεν τους ιππους τε και αρματα ημεν εμοι δωσειν το δε η γαρ οϊομαι περισπωμενη τασει αναγνωστεον διαβεβαιωτικος γαρ ο συνδ  ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.94	χερηϊ	0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:1.94	ως Αρηϊ γεγονε δε ουτως εστι τι χερειωνος γενικη και αιτιατικη χερειονα περ καταπεφνων · ον ουν τροπον την χερειονα αιτιατικην συγκοψας εφη· αλλα τον υιον γεινατο ειο χερεια πληθυντικως δε τα χερειονα χερεια · χερεια δε χειρονι δοσκεν , τουτον τον τροπον και την χερειονι χερειϊ · και επει κακοφωνον εστι τροπη εγενετο της ει διφθογγου εις το η ουτως Ηρῳδιανος ⁑	0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:1.95	καταπεψη	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.95	η μεταφορα απο των εν τη γαστρι πλειω χρονῳ κατεχομενων σιτιων δια την πεψιν την εν αυτη γινομενην ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.96	θαρσησας μαλα ειπε	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.96	τρια εισι τα εν τῃ κοινῃ οξυνομενα ελθε ευρε ειπε ιδιως δε και μακρᾳ παραληγονται Αττικοι δε και επι των βραχυκαταληκτων οξυνουσι το ειδε και λαβε ·	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.97	οτι οισθα χω  του ς ουτως γαρ λεγει δια παντος οισθα· τι η τοι ταυτα οισθα γερον ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.98	ου μα γαρ Απολλω	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.98	οτι Ζηνοδοτος χωρις του ν Καλχα τα δε εις ληγοντα δια του ντ κλινομενα επι της γενικης εχει την κλητ  ⁑ εις ν Θοαν Αιαν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.99	ου μα γαρ Απολλω	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.99	η ου απωμωτικωσ· πλεονακε δε κατα Ατικην συνηθ  ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.100	ου τις εμευ ζωντος	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.100	πεφυλαγμενος και δεισιδαιμων ο ορκοσ· συνεβαινε γαρ αποθανοντος η αποδημουντος Αχιλλεως αικισθηναι τον μαντιν· τινες δε το σοι τοις επανω προδιδοασιν ιν η σοι δερκομενοιο . βελτιον δε η συνηθης αναγνωσις ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.101	ουδ ην Αγαμεμνο	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.101	ο τροπος υπερβολη ο δεδηως εσκεπεν ο μαντις , τουτο θαρσυνων απεκαλυψεν Αχιλλευς ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.102	ουταρ ο γ' ευχωλης	0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:1.102	ουτως οξειαν επ την ου · ο γαρ ταρ εστι συνδεσμος επιφερομενος εγκλιτικος ως και επι του ει ταρ ο γ' ευχωλης · ου γαρ εστιν ο τε συμπλεκτικος ει γαρ ην επεφερετο· αν παλιν ο τε μετα αποφασεως , ουθ' εκατομβησ· ουτως γαρ εστιν ευρεσθαι τον τε συνδεσμον μετα της ου αποφασεωσ· ενθα μεν , ουτε αναξ επιδευης , ουτε τι ποιμην ⁑	0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:1.103	τουνεκ αρ αλγε	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:1.103	αθετειται οτι περισσος προκειται γαρ αλλ' ενεκ αρητηρος ⁑	0	obelos
urn:cts:greekLit:tlg5026.msA.hmt:1.104	ουδ' ο γε πριν λοιμοιο	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.104	λεξεις εκ των προς Κωμανον . το μεν αεικεα λοιγον ολεθρον απεοικοτα λεγειν· τουτο δε εστιν απεχθη· απριατην δε σαφες ως ανευ του πριασθαι και ταυτον τῳ νυν λεγομενῳ δωρεαν και η Μασσααλιωτικη δε και η Ριανου τον αυτον εχει τροπον· εοικεν ουν , η ετερα Ζηνοδοτου ειναι η ουδ' ογε πριν λοιμοιο βαρειας χειρας αφεξει ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.105	ελικωπιδα	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.105	μελανοφθαλμον αφ ου ευπρεπη ως Καλλιμαχος υδωρ μελαν Αισηποι , και Αισηπον εχεις ελικωτατον υδωρ , η την ουκ ατενη την θεαν· η την αξιοθεατον προς ην παντες ελισσουσι την θεαν ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.106	απριατην αναποινον	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.106	οτι ου κατα προσηγοριαν την απριατην λεγει αλλ' αντι του απρατη και παραλληλον το αναποινον· το γαρ αυτο δι αμφοτερων δηλουται· διασταλταιον δε βραχυ απριατην· αναποινον στικτεον δε ες Χρυσην · επει κοινον κατα παντων το πριν το απριατην . επιρρηματικως ακουει Απολλωνιος αντι του απριαδην ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.107	αγειν	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.107	τουτο επι νηος και αρματος ως το οικοθεν ηγ' ο γεραιος · και ηγον δε Μαχαονα ποιμενα λαων · παραληψις δε ο τροποσ· ου γαρ επ ισοις απαλλασσεσθαι δει τους προαμαρτησαντας ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.108	ες Χρυσην τοτε κεν μιν	0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:1.108	οτι Ζηνοδοτος γραφει αι κεν μιν γελοιον δε διστακτικως λεγειν τον μαντιν ⁑	0	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:1.116	φρενες αμφιμελαιναι	0	asteriskos
urn:cts:greekLit:tlg5026.msA.hmt:1.116	η αμφι προς το πιμπλαντο απο της των υδατων μεταφορας εισι δε των εντοσθιων αι φρενες πλευρας υφ ηπαρ και φρενας , ηδη δε οι νεωτεροι μελαινας τας φρενας φασιν·	0	asteriskos
urn:cts:greekLit:tlg5026.msA.hmt:1.117	Καλχαντα πρωτιστα	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.117	οτι απο των οσσων κακως υπιδομενος ουκ απο της οσσης της φωνης κακολογησασ· ου γαρ χρηται Ομηρος τῃ οσσῃ ψιλως επι της φωνης μαλλον δε επι της θειας κληδονος ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.118	οτι απαξ ειρηται το κρηγυον και ουκ εστιν αληθες αλλα αγαθ  αντιδιαστελλει γουν επι το αιει τοι τα κακ' εστι φιλα ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.119	μαντι κακων	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.119	συντεινει τουτο εις το δεκα ετη μαντευσασθαι αυτον εν Αυλιδι τον πολεμον οσον απο του συμβολου των στρουθων·	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.120	μαντι κακων	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.120	δυσκαταπαυστως εχουσι προς τας κατηγοριας οι οργιζομενοι και τα αυτα επαναπολουσιν ως μη κατ αξιαν ειρηκοτες εντευθεν οι νεωτεροι ορμηθεντες ιστορουσι οτι των Ελληνων εν Αυλιδι πολει της Βοιωτιας αθροισθεντων και απλοια κατασχεθεντων Καλχας ο μαντις εξεφωνησε μη δυνασθαι εις Ιλιον αλλως εκπλευσαι αυτουσ· ει μη Αγαμεμνων Ι¨φιγενειαν την θυγατερα αυτου σφαγιασῃ , Αρτεμιδι δια τε φονευσαι αυτον την ιεραν αιγ αν  στρεφομενην εν τῳ αλσει αυτης , και προς τουτο καυχησαμενον ειπειν οτι ουτε η Αρτεμις ουτως αν ετοξευσεν· του δε Αγαμεμνονος δια την πολλην αναγκην παραστησαντος την κορην τῳ βωμῳ κατοικτειρησασαν την θεαν και ελαφον αντι της παρθ  παραστησασαν σωσαι και εν Ταυροις της Σκυθιας εις το ιερον του θεου ειπειν πεμφθηναι αυτην· η ϊστορια πολλοις μεν των νεωτερων και παρα Δικτυϊ τῳ γραψαντι τα Τρῳϊκα ⁑	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.121	κρηγυον	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.121	το τῳ κεαρι ηδυ και προσηνες ο ταυτον εστι το θυμηρεσ·	0	
urn:cts:greekLit:tlg5026.msA.hmt:1.122	εσθλον δ' ουδε τι πω ειπες επος ουδ'  ετελεσας	0	
